"entity","en.hedo.happiness.delta_one_of_5__max","en.hedo.happiness.delta_one_of_5__mean","en.hedo.happiness.delta_one_of_5__mean_word_count_per_tweet","en.hedo.happiness.delta_one_of_5__median","en.hedo.happiness.delta_one_of_5__min","en.hedo.happiness.delta_one_of_5__mode","en.hedo.happiness.delta_one_of_5__num_tweets","en.hedo.happiness.delta_one_of_5__num_tweets_percentage","en.hedo.happiness.delta_one_of_5__sd","en.hedo.happiness.more_than_7__max","en.hedo.happiness.more_than_7__mean","en.hedo.happiness.more_than_7__mean_word_count_per_tweet","en.hedo.happiness.more_than_7__median","en.hedo.happiness.more_than_7__min","en.hedo.happiness.more_than_7__mode","en.hedo.happiness.more_than_7__num_tweets","en.hedo.happiness.more_than_7__num_tweets_percentage","en.hedo.happiness.more_than_7__sd","en.hedo.happiness.no_filter__max","en.hedo.happiness.no_filter__mean","en.hedo.happiness.no_filter__mean_word_count_per_tweet","en.hedo.happiness.no_filter__median","en.hedo.happiness.no_filter__min","en.hedo.happiness.no_filter__mode","en.hedo.happiness.no_filter__num_tweets","en.hedo.happiness.no_filter__num_tweets_percentage","en.hedo.happiness.no_filter__sd"
"New Mexico,Valencia County",6.41,5.64,NA,6.41,1.77,6.46,NA,NA,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,5.64,NA,6.41,1.77,6.46,NA,NA,1.89
"New York,Albany County",8.37,6.38,1.18,6.41,1.48,6.46,206,3.25,1.18,8.37,7.42,1.04,7.33,7.07,7.44,45,0.71,0.26,8.37,6.31,1.18,6.41,1.48,6.46,216,3.41,1.2
"New York,Bronx County",8.54,6.26,1.19,6.41,1.23,6.46,2394,4.32,1.75,8.54,7.75,1.1,7.78,7.03,7.24,861,1.55,0.46,8.54,6.11,1.21,6.41,1.23,6.46,2699,4.87,1.67
"New York,Broome County",8.43,6.34,1.14,6.41,1.49,6.46,44,2.95,1.47,8.43,7.48,1,7.36,7.07,7.44,13,0.87,0.35,8.43,6.2,1.12,6.41,1.49,6.46,48,3.22,1.48
"New York,Cattaraugus County",8.54,6.22,1.24,6.89,1.17,8.02,4702,23.9,2.07,8.54,7.87,1.12,7.92,7.01,8.02,2365,12.02,0.42,8.54,6.04,1.29,6.53,1.17,6.65,5501,27.96,1.9
"New York,Cayuga County",7.36,6.29,1.11,6.41,1.49,6.46,19,2.8,1.22,7.36,7.36,1,7.36,7.36,7.44,3,0.44,0,7.36,6.24,1.1,6.41,1.49,6.46,20,2.95,1.21
"New York,Chautauqua County",7.93,6.4,1.16,6.41,1.48,6.46,121,3.47,1.34,7.93,7.38,1,7.36,7.07,7.44,38,1.09,0.17,7.93,6.34,1.16,6.41,1.48,6.46,126,3.61,1.35
"New York,Chemung County",7.93,6.28,1.25,6.41,1.48,6.46,44,1.91,1.37,7.93,7.29,1,7.33,7.07,7.24,10,0.43,0.26,7.93,6.25,1.24,6.41,1.48,6.46,45,1.95,1.36
"New York,Chenango County",7.33,5.39,1.14,6.41,1.68,6.85,7,0.86,2.55,7.33,7.28,1,7.33,7.17,7.24,3,0.37,0.09,7.33,5.29,1.12,6.21,1.68,6.85,8,0.99,2.38
"New York,Clinton County",8.37,6.79,1.13,6.41,6.29,6.46,15,5,0.64,8.37,7.67,1,7.62,7.07,7.24,4,1.33,0.65,8.37,6.67,1.12,6.41,4.98,6.46,16,5.33,0.77
"New York,Cortland County",8.37,6.4,1.08,6.41,1.48,6.46,13,4.21,1.6,8.37,7.61,1,7.36,7.33,7.24,4,1.29,0.51,8.37,6.4,1.08,6.41,1.48,6.46,13,4.21,1.6
"New York,Delaware County",8.18,6.03,1.08,6.41,1.6,6.46,52,4.29,1.86,8.5,7.49,1.06,7.36,7.07,7.44,16,1.32,0.4,8.18,5.83,1.07,6.41,1.6,6.46,61,5.03,1.79
"New York,Dutchess County",8.07,6.51,1.16,6.41,1.88,6.46,68,3.98,1.01,8.07,7.35,1,7.36,7.03,7.05,23,1.35,0.31,8.07,6.46,1.16,6.41,1.88,6.46,70,4.09,1.04
"New York,Erie County",8.54,6.33,1.16,6.41,1.34,6.46,1620,2.96,1.24,8.54,7.4,1.02,7.33,7.03,7.44,344,0.63,0.28,8.54,6.26,1.16,6.41,1.34,6.46,1700,3.11,1.25
"New York,Essex County",6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0
"New York,Franklin County",6.87,6.7,1.5,6.7,6.53,6.65,2,1.43,0.24,7.33,7.33,1,7.33,7.33,7.33,1,0.71,NA,6.87,6.7,1.5,6.7,6.53,6.65,2,1.43,0.24
"New York,Genesee County",7.93,6.07,1.12,6.41,1.49,6.46,32,2.46,1.34,7.93,7.45,1,7.48,7.07,7.63,5,0.38,0.39,7.93,5.96,1.13,6.15,1.49,6.46,38,2.92,1.27
"New York,Jefferson County",7.48,6.11,1.1,6.41,1.68,6.46,29,4.17,1.46,7.48,7.33,1,7.36,7.07,7.44,5,0.72,0.15,7.48,6.08,1.14,6.41,1.68,6.46,29,4.17,1.46
"New York,Kings County",8.54,6.24,1.18,6.41,1.17,6.46,4386,3.63,1.51,8.54,7.58,1.06,7.36,7.01,7.44,1115,0.92,0.41,8.54,6.12,1.18,6.41,1.17,6.46,4851,4.01,1.46
"New York,Lewis County",7.72,6.49,1.24,6.41,2.07,6.46,33,2.94,0.91,7.72,7.46,1,7.36,7.33,7.44,7,0.62,0.18,7.72,6.45,1.24,6.41,2.07,6.46,34,3.03,0.93
"New York,Livingston County",6.29,6.29,NA,6.29,6.29,6.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.29,6.29,NA,6.29,6.29,6.29,NA,NA,NA
"New York,Monroe County",8.41,6.32,1.16,6.41,1.42,6.46,858,2.56,1.26,8.5,7.37,1.05,7.36,7.03,7.24,190,0.57,0.26,8.41,6.22,1.17,6.41,1.42,6.46,914,2.72,1.27
"New York,Nassau County",8.41,6.33,1.25,6.41,1.49,6.46,215,3.66,1.36,8.41,7.51,1.1,7.36,7.03,7.24,63,1.07,0.35,8.41,6.19,1.25,6.41,1.49,6.46,238,4.05,1.32
"New York,New York County",8.54,6.24,1.18,6.41,1.11,6.46,19972,4.26,1.59,8.54,7.64,1.08,7.48,7.01,7.24,5949,1.27,0.43,8.54,6.13,1.19,6.41,1.11,6.46,21906,4.67,1.54
"New York,Niagara County",8.5,6.32,1.21,6.41,1.48,6.46,256,3.08,1.37,8.5,7.47,1.02,7.36,7.03,7.24,63,0.76,0.32,8.5,6.23,1.2,6.41,1.48,6.46,274,3.29,1.38
"New York,Oneida County",8.37,6.33,1.15,6.41,1.48,6.46,115,2.48,1.33,8.37,7.48,1.04,7.36,7.07,7.24,25,0.54,0.35,8.37,6.23,1.14,6.41,1.48,6.46,125,2.69,1.32
"New York,Onondaga County",8.13,6.32,1.19,6.41,1.48,6.46,330,2.88,1.21,8.13,7.42,1.03,7.36,7.03,7.24,61,0.53,0.24,8.13,6.23,1.19,6.41,1.48,6.46,350,3.06,1.23
"New York,Ontario County",7.79,6.27,1.16,6.41,1.48,6.26,37,2.37,1.49,7.79,7.55,1,7.72,7.19,7.63,9,0.58,0.23,7.79,6.16,1.15,6.41,1.48,6.26,40,2.56,1.49
"New York,Orange County",8.37,6.57,1.18,6.41,2.54,6.46,65,3.19,0.75,8.37,7.42,1,7.35,7.03,7.44,16,0.79,0.31,8.37,6.55,1.18,6.41,2.54,6.46,66,3.24,0.76
"New York,Oswego County",7.36,6.37,1.31,6.41,1.49,6.46,26,2.17,1.05,7.36,7.19,1,7.07,7.07,7.24,5,0.42,0.16,7.36,6.34,1.35,6.41,1.49,6.46,26,2.17,1.06
"New York,Otsego County",7.72,6.17,1,6.41,1.49,6.46,11,4.33,1.62,7.72,7.54,1,7.54,7.36,7.44,2,0.79,0.25,7.72,6.17,1,6.41,1.49,6.46,11,4.33,1.62
"New York,Putnam County",8.07,6.06,1.12,6.41,1.23,6.46,77,3.33,1.6,8.07,7.45,1.08,7.36,7.07,7.44,13,0.56,0.28,8.07,5.95,1.11,6.41,1.23,6.46,85,3.68,1.56
"New York,Queens County",8.5,6.25,1.16,6.41,1.34,6.46,1509,3.09,1.5,8.54,7.57,1.04,7.36,7.03,7.44,364,0.75,0.41,8.5,6.14,1.16,6.41,1.34,6.46,1648,3.37,1.47
"New York,Rensselaer County",7.72,6.28,1.2,6.41,1.68,6.46,25,2.77,1.43,7.72,7.32,1.12,7.36,7.07,7.24,8,0.89,0.22,7.72,6.17,1.19,6.41,1.68,6.46,27,3,1.43
"New York,Richmond County",8.37,6.31,1.16,6.41,1.48,6.46,669,2.54,1.35,8.37,7.4,1.06,7.36,7.03,7.24,176,0.67,0.27,8.37,6.22,1.15,6.41,1.48,6.46,718,2.73,1.35
"New York,Rockland County",7.72,6.48,1.19,6.41,2.17,6.46,27,3.24,0.97,7.72,7.44,1,7.35,7.17,7.24,6,0.72,0.22,7.72,6.37,1.23,6.41,3.6,6.46,30,3.6,0.87
"New York,Saratoga County",7.92,6.15,1.22,6.41,1.48,6.46,116,3.62,1.46,7.92,7.35,1,7.33,7.07,7.44,23,0.72,0.17,7.7,5.98,1.21,6.41,1.48,6.46,131,4.09,1.43
"New York,Schenectady County",7.36,6.34,1.06,6.41,1.68,6.46,32,3,1.47,7.36,7.32,1,7.33,7.07,7.24,14,1.31,0.07,7.36,6.22,1.06,6.41,1.68,6.46,35,3.28,1.47
"New York,St Lawrence County",7.33,6.13,1.15,6.41,1.48,6.46,13,4.76,1.42,7.33,7.33,1,7.33,7.33,7.33,1,0.37,NA,7.33,6.05,1.14,6.41,1.48,6.46,14,5.13,1.4
"New York,Steuben County",8.18,6.62,1.15,6.41,6.41,6.46,13,3.12,0.51,8.18,7.67,1,7.67,7.17,8.22,2,0.48,0.71,8.18,6.5,1.14,6.41,5,6.46,14,3.36,0.66
"New York,Suffolk County",8.5,6.25,1.19,6.41,1.23,6.46,642,4.1,1.52,8.5,7.63,1.11,7.7,7.03,7.24,167,1.07,0.4,8.5,6.09,1.19,6.41,1.23,6.46,734,4.69,1.45
"New York,Tompkins County",7.72,6.4,1.1,6.41,1.92,6.46,73,3.98,1.03,7.72,7.35,1,7.36,7.17,7.44,15,0.82,0.13,7.72,6.36,1.09,6.41,1.92,6.46,75,4.09,1.04
"New York,Ulster County",7.92,6.46,1.27,6.41,1.77,6.46,64,4.56,1.06,7.92,7.43,1,7.36,7.07,7.24,18,1.28,0.27,7.92,6.37,1.28,6.41,2.76,6.46,68,4.85,1.02
"New York,Warren County",7.36,6.29,1.2,6.58,4.52,6.46,5,3.88,1.06,7.36,7.36,1,7.36,7.36,7.36,1,0.78,NA,7.36,6.29,1.2,6.58,4.52,6.46,5,3.88,1.06
"New York,Westchester County",8.5,6.13,1.18,6.41,1.17,6.46,884,4.6,1.7,8.5,7.58,1.08,7.36,7.01,7.24,273,1.42,0.39,8.5,6.04,1.21,6.41,1.17,6.46,975,5.08,1.61
"North Carolina,Alamance County",8.41,6.38,1.15,6.41,1.48,6.46,72,3.56,1.12,8.41,7.35,1.07,7.33,7.03,7.24,15,0.74,0.33,8.41,6.31,1.14,6.41,1.48,6.46,76,3.75,1.13
"North Carolina,Ashe County",7.36,6.25,1.21,6.41,1.49,6.46,39,4.64,1.08,7.36,7.35,1,7.36,7.33,7.44,3,0.36,0.02,7.36,6.14,1.19,6.41,1.49,6.46,42,5,1.11
"North Carolina,Beaufort County",7.56,6.75,1.17,6.41,6.41,6.46,6,1.84,0.54,7.56,7.45,1,7.45,7.33,7.44,2,0.61,0.16,7.56,6.75,1.17,6.41,6.41,6.46,6,1.84,0.54
"North Carolina,Brunswick County",7.72,6.21,1.19,6.41,1.49,6.46,144,2.92,1.29,7.72,7.38,1,7.36,7.03,7.44,23,0.47,0.21,7.72,6.13,1.18,6.41,1.49,6.46,153,3.11,1.3
"North Carolina,Buncombe County",7.93,6.42,1.14,6.41,1.74,6.46,102,3.35,0.97,7.93,7.46,1,7.36,7.07,7.24,20,0.66,0.24,7.93,6.28,1.13,6.41,2.24,6.46,113,3.71,1
"North Carolina,Burke County",7.79,6.23,1.28,6.41,1.49,6.46,18,3.59,1.6,7.79,7.62,1,7.72,7.17,7.83,5,1,0.26,7.79,6.16,1.26,6.41,1.49,6.46,19,3.79,1.58
"North Carolina,Cabarrus County",8.19,6.32,1.19,6.41,1.48,6.46,151,2.93,1.23,8.19,7.46,1.04,7.36,7.07,7.24,28,0.54,0.27,8.19,6.16,1.18,6.41,1.48,6.46,169,3.28,1.25
"North Carolina,Catawba County",8.07,6.49,1.25,6.41,1.49,6.46,52,1.99,1.43,8.07,7.45,1,7.33,7.07,7.24,21,0.8,0.27,7.93,6.38,1.26,6.41,1.49,6.46,54,2.07,1.43
"North Carolina,Cleveland County",8.07,6.31,1.18,6.41,1.48,6.46,55,2.41,1.32,8.07,7.39,1,7.33,7.07,7.24,11,0.48,0.32,8.07,6.25,1.18,6.41,1.48,6.46,57,2.49,1.33
"North Carolina,Columbus County",7.72,6.5,1.17,6.41,1.77,6.46,23,2.24,1.13,7.72,7.34,1.29,7.36,7.07,7.24,7,0.68,0.29,7.72,6.5,1.17,6.41,1.77,6.46,23,2.24,1.13
"North Carolina,Craven County",8.19,6.13,1.21,6.41,1.49,6.46,104,2.63,1.47,8.19,7.45,1,7.36,7.07,7.24,17,0.43,0.31,8.19,6.04,1.2,6.41,1.49,6.46,112,2.84,1.45
"North Carolina,Cumberland County",8.32,6.39,1.2,6.41,1.48,6.46,594,2.43,1.17,8.48,7.42,1.04,7.33,7.03,7.24,140,0.57,0.29,8.32,6.28,1.19,6.41,1.48,6.46,641,2.62,1.2
"North Carolina,Currituck County",7.19,6.54,1.33,6.41,6.41,6.46,6,1.47,0.32,7.19,7.19,1,7.19,7.19,7.19,1,0.25,NA,7.19,6.37,1.29,6.41,5.38,6.46,7,1.72,0.53
"North Carolina,Davidson County",8.07,6.46,1.26,6.41,1.68,6.46,53,2.56,0.97,8.07,7.48,1.09,7.36,7.17,7.44,11,0.53,0.29,8.07,6.41,1.25,6.41,1.68,6.46,55,2.66,0.99
"North Carolina,Durham County",8.5,6.34,1.19,6.41,1.17,6.46,339,3.01,1.12,8.5,7.48,1.04,7.36,7.07,7.24,55,0.49,0.35,8.5,6.25,1.19,6.41,1.17,6.46,357,3.17,1.13
"North Carolina,Edgecombe County",7.72,6.17,1.18,6.41,1.48,6.46,68,2.75,1.24,7.72,7.44,1,7.36,7.33,7.44,8,0.32,0.16,7.72,6.13,1.17,6.41,1.48,6.46,70,2.83,1.24
"North Carolina,Forsyth County",8.5,6.42,1.15,6.41,1.34,6.46,215,2.36,1.1,8.5,7.44,1.06,7.36,7.07,7.44,48,0.53,0.32,8.5,6.36,1.15,6.41,1.34,6.46,223,2.45,1.12
"North Carolina,Franklin County",7.36,5.38,1.29,6.41,1.48,6.85,14,2.4,2.36,7.36,7.28,1,7.33,7.07,7.44,5,0.86,0.12,7.36,5.32,1.27,6.41,1.48,6.85,15,2.57,2.29
"North Carolina,Gaston County",7.72,6.42,1.2,6.41,1.7,6.46,123,2.57,1.06,7.93,7.39,1.1,7.35,7.07,7.24,30,0.63,0.21,7.72,6.35,1.21,6.41,1.7,6.46,128,2.67,1.09
"North Carolina,Granville County",7.36,5.75,1.33,6.41,1.48,6.65,6,1.8,2.12,7.36,7.36,1,7.36,7.36,7.36,1,0.3,NA,7.36,5.75,1.33,6.41,1.48,6.65,6,1.8,2.12
"North Carolina,Greene County",7.07,6.74,1.5,6.74,6.41,7.05,2,5.71,0.47,7.07,7.07,1,7.07,7.07,7.07,1,2.86,NA,7.07,6.74,1.5,6.74,6.41,7.05,2,5.71,0.47
"North Carolina,Guilford County",8.19,6.41,1.16,6.41,1.48,6.46,705,2.41,1.03,8.19,7.38,1.04,7.33,7.03,7.44,139,0.48,0.23,8.19,6.36,1.16,6.41,1.48,6.46,729,2.49,1.05
"North Carolina,Halifax County",7.72,6.19,1.23,6.41,1.49,6.46,56,3.2,1.45,7.72,7.28,1,7.33,7.07,7.24,11,0.63,0.18,7.72,6.15,1.23,6.41,1.49,6.46,57,3.26,1.46
"North Carolina,Harnett County",7.93,6.29,1.2,6.41,1.48,6.46,35,1.95,1.57,7.93,7.44,1,7.36,7.07,7.44,10,0.56,0.28,7.72,6.09,1.21,6.41,1.48,6.46,39,2.17,1.52
"North Carolina,Henderson County",7.36,6.34,1.3,6.41,2.07,6.46,30,3.61,1.15,7.36,7.35,1,7.35,7.33,7.44,6,0.72,0.02,7.36,6.18,1.27,6.41,2.07,6.46,33,3.97,1.22
"North Carolina,Hoke County",7.36,5.53,1.21,6.41,1.49,6.46,39,2.24,1.97,7.36,7.21,1,7.2,7.07,7.24,6,0.34,0.15,7.36,5.51,1.2,6.41,1.49,6.46,40,2.29,1.95
"North Carolina,Iredell County",7.72,6.25,1.2,6.41,1.48,6.46,130,2.99,1.4,7.72,7.4,1,7.36,7.03,7.44,27,0.62,0.22,7.72,6.18,1.2,6.41,1.48,6.46,137,3.15,1.39
"North Carolina,Jackson County",7.93,6.31,1.18,6.41,1.92,6.46,11,2.38,1.55,7.93,7.55,1,7.36,7.36,7.44,3,0.65,0.33,7.93,6.31,1.18,6.41,1.92,6.46,11,2.38,1.55
"North Carolina,Johnston County",7.93,6.44,1.2,6.41,1.77,6.46,70,2.61,1.08,7.93,7.42,1,7.36,7.07,7.44,15,0.56,0.22,7.93,6.39,1.19,6.41,1.77,6.46,72,2.69,1.09
"North Carolina,Lee County",7.93,6.43,1.14,6.41,1.87,6.46,69,2.61,0.88,7.93,7.53,1.1,7.42,7.17,7.44,10,0.38,0.27,7.93,6.32,1.13,6.41,1.87,6.46,75,2.84,0.93
"North Carolina,Lenoir County",7.93,6.39,1.16,6.41,1.48,6.46,32,2.23,1.24,7.93,7.4,1,7.36,7.07,7.44,8,0.56,0.24,7.93,6.35,1.15,6.41,1.48,6.46,33,2.3,1.25
"North Carolina,Lincoln County",7.93,6.49,1.34,6.41,1.49,6.46,32,2.33,1.03,7.93,7.51,1,7.36,7.17,7.44,7,0.51,0.27,7.93,6.29,1.31,6.41,1.49,6.46,36,2.62,1.13
"North Carolina,Mecklenburg County",8.5,6.33,1.17,6.41,1.48,6.46,2512,2.88,1.26,8.5,7.45,1.02,7.36,7.03,7.44,549,0.63,0.31,8.5,6.24,1.16,6.41,1.48,6.46,2669,3.06,1.28
"North Carolina,Moore County",8.18,6.45,1.12,6.41,2,6.46,56,2.78,1.12,8.18,7.56,1,7.36,7.07,7.44,12,0.6,0.36,8.18,6.39,1.12,6.41,2,6.46,58,2.88,1.15
"North Carolina,Nash County",7.93,6.4,1.13,6.41,1.48,6.46,82,2.3,1.28,7.93,7.31,1.04,7.33,7.07,7.24,25,0.7,0.24,7.93,6.36,1.13,6.41,1.48,6.46,84,2.35,1.28
"North Carolina,New Hanover County",7.93,6.41,1.24,6.41,1.49,6.46,194,2.23,1,8.37,7.43,1,7.36,7.07,7.24,36,0.41,0.3,7.93,6.35,1.23,6.41,1.49,6.46,202,2.32,1.03
"North Carolina,Onslow County",7.72,6.38,1.18,6.41,1.49,6.46,105,2.54,1.2,7.72,7.28,1.07,7.33,7.03,7.24,28,0.68,0.2,7.72,6.31,1.17,6.41,1.49,6.46,110,2.66,1.21
"North Carolina,Orange County",7.82,6.53,1.18,6.41,1.49,6.46,173,3.84,0.85,7.82,7.41,1.03,7.36,7.07,7.24,39,0.87,0.21,7.82,6.35,1.16,6.41,1.49,6.46,197,4.38,0.95
"North Carolina,Pasquotank County",7.36,6.63,1.17,6.41,6.29,6.46,30,1.7,0.39,7.36,7.3,1,7.35,7.17,7.24,8,0.45,0.08,7.36,6.35,1.14,6.41,4.17,6.46,35,1.98,0.79
"North Carolina,Perquimans County",7.93,6.45,1.07,6.41,2.62,6.46,27,4.29,1.15,7.93,7.46,1,7.36,7.07,7.44,8,1.27,0.28,7.93,6.4,1.07,6.41,2.62,6.46,28,4.45,1.16
"North Carolina,Person County",7.48,6.58,1,6.41,6.29,6.46,22,2.67,0.37,7.48,7.34,1,7.35,7.17,7.44,4,0.49,0.13,7.48,6.48,1.04,6.41,4.98,6.46,23,2.79,0.52
"North Carolina,Pitt County",7.93,6.52,1.15,6.41,1.49,6.46,216,2.89,0.85,7.93,7.4,1.06,7.36,7.07,7.44,52,0.69,0.21,7.93,6.46,1.15,6.41,1.49,6.46,226,3.02,0.89
"North Carolina,Randolph County",7.93,6.66,1.25,6.41,6.41,6.46,12,1.45,0.51,7.93,7.7,1,7.7,7.48,7.44,2,0.24,0.32,7.93,6.66,1.25,6.41,6.41,6.46,12,1.45,0.51
"North Carolina,Richmond County",7.72,6.32,1.23,6.41,2.07,6.46,22,2.34,1.26,7.72,7.47,1,7.36,7.33,7.24,6,0.64,0.19,7.72,6.26,1.22,6.41,2.07,6.46,23,2.44,1.27
"North Carolina,Robeson County",8.07,6.33,1.18,6.41,1.49,6.46,105,2.24,1.35,8.07,7.39,1.16,7.36,7.07,7.44,25,0.53,0.22,8.07,6.26,1.17,6.41,1.49,6.46,110,2.35,1.36
"North Carolina,Rockingham County",7.36,6.24,1.22,6.41,1.48,6.46,55,3.43,1.07,7.36,7.35,1,7.36,7.33,7.44,3,0.19,0.02,7.36,6.19,1.21,6.41,1.48,6.46,57,3.55,1.08
"North Carolina,Rowan County",8.19,6.63,1.19,6.41,6.12,6.46,31,1.73,0.49,8.19,7.55,1,7.36,7.33,7.24,6,0.34,0.35,8.19,6.53,1.18,6.41,4.77,6.46,33,1.84,0.62
"North Carolina,Sampson County",7.72,6,1.1,6.41,1.49,6.46,30,1.61,1.92,7.72,7.41,1,7.36,7.07,7.44,12,0.64,0.26,7.72,5.9,1.09,6.41,1.49,6.85,33,1.77,1.85
"North Carolina,Scotland County",7.93,6.58,1.19,6.41,6.29,6.46,16,2.67,0.4,7.93,7.54,1,7.36,7.33,7.44,3,0.5,0.34,7.93,6.58,1.19,6.41,6.29,6.46,16,2.67,0.4
"North Carolina,Stanly County",7.07,6.5,1.44,6.41,6.41,6.46,9,1.71,0.22,7.07,7.07,1,7.07,7.07,7.07,1,0.19,NA,7.07,6.5,1.44,6.41,6.41,6.46,9,1.71,0.22
"North Carolina,Union County",7.93,6.34,1.26,6.41,1.49,6.46,85,2.59,1.43,8.18,7.52,1.04,7.36,7.07,7.44,23,0.7,0.28,7.93,6.29,1.25,6.41,1.49,6.46,87,2.65,1.44
"North Carolina,Vance County",7.72,6.27,1.28,6.41,1.48,6.46,53,2.18,1.18,7.72,7.5,1,7.33,7.33,7.24,7,0.29,0.21,7.72,6.21,1.27,6.41,1.48,6.46,56,2.3,1.18
"North Carolina,Wake County",8.5,6.32,1.18,6.41,1.17,6.46,1364,3.25,1.29,8.5,7.46,1.03,7.36,7.03,7.44,295,0.7,0.33,8.5,6.23,1.17,6.41,1.17,6.46,1453,3.47,1.3
"North Carolina,Watauga County",7.72,6.05,1.16,6.41,1.49,6.46,37,3.62,1.53,7.72,7.37,1,7.36,7.07,7.44,7,0.69,0.19,7.72,6.02,1.16,6.41,1.49,6.46,38,3.72,1.52
"North Carolina,Wayne County",8.18,6.46,1.24,6.41,1.68,6.46,102,2.7,0.93,8.18,7.35,1,7.29,7.03,7.24,21,0.56,0.33,8.18,6.36,1.22,6.41,1.68,6.46,109,2.89,0.99
"North Carolina,Wilson County",7.93,6.25,1.19,6.41,1.48,6.46,47,1.52,1.61,7.93,7.5,1.07,7.36,7.07,7.44,14,0.45,0.31,7.93,6.21,1.19,6.41,1.48,6.46,48,1.56,1.62
"North Dakota,Burleigh County",7.36,6.57,1.2,6.41,6.29,6.46,25,2.76,0.33,7.36,7.18,1,7.07,7.07,7.24,5,0.55,0.15,7.36,6.42,1.18,6.41,4.98,6.46,28,3.09,0.54
"North Dakota,Cass County",7.93,6.21,1.2,6.41,1.48,6.46,87,3.67,1.53,7.93,7.44,1,7.36,7.07,7.24,21,0.89,0.25,7.93,6.15,1.19,6.41,1.48,6.46,91,3.84,1.52
"North Dakota,Dickey County",8.5,6.47,1.17,6.98,1.23,8.02,82,7.78,2.04,8.5,7.94,1.07,7.92,7.07,8.02,43,4.08,0.44,8.5,6.23,1.3,6.53,1.23,6.65,93,8.82,1.9
"North Dakota,Grand Forks County",7.72,6.4,1.11,6.41,1.89,6.46,63,2.71,1.01,7.72,7.35,1.09,7.36,7.03,7.44,11,0.47,0.22,7.72,6.29,1.1,6.41,1.89,6.46,67,2.88,1.07
"North Dakota,Stark County",7.33,6.72,1.33,6.41,6.41,6.46,3,2.14,0.53,7.33,7.33,1,7.33,7.33,7.33,1,0.71,NA,7.33,6.72,1.33,6.41,6.41,6.46,3,2.14,0.53
"North Dakota,Ward County",7.72,6.6,1.23,6.41,6.29,6.46,22,4.04,0.43,7.72,7.46,1.25,7.53,7.07,7.63,4,0.73,0.31,7.72,6.6,1.23,6.41,6.29,6.46,22,4.04,0.43
"Ohio,Allen County",8.5,6.23,1.16,6.53,1.42,6.46,930,8.21,1.78,8.5,7.85,1.07,8.07,7.01,8.02,327,2.89,0.47,8.5,6.14,1.18,6.41,1.42,6.46,1005,8.87,1.72
"Ohio,Ashland County",8.37,6.44,1.17,6.41,1.48,6.46,193,3.21,1.11,8.37,7.39,1.06,7.36,7.07,7.24,47,0.78,0.27,8.37,6.35,1.17,6.41,1.48,6.46,204,3.39,1.13
"Ohio,Ashtabula County",8.31,6.34,1.19,6.41,1.49,6.46,309,2.94,1.23,8.31,7.4,1.06,7.36,7.03,7.44,64,0.61,0.25,8.31,6.16,1.18,6.41,1.49,6.46,348,3.31,1.26
"Ohio,Athens County",7.72,6.56,1.17,6.41,1.49,6.46,70,3.49,0.87,7.72,7.45,1,7.36,7.07,7.44,17,0.85,0.18,7.72,6.32,1.15,6.41,1.49,6.46,81,4.04,1.01
"Ohio,Belmont County",7.72,6.61,1.16,6.41,2.76,6.46,19,3.54,1.05,7.72,7.35,1.25,7.33,7.03,7.44,8,1.49,0.19,7.72,6.61,1.16,6.41,2.76,6.46,19,3.54,1.05
"Ohio,Butler County",8.07,6.42,1.17,6.41,1.49,6.46,187,2.83,1.31,8.07,7.59,1,7.36,7.07,7.24,51,0.77,0.38,8.07,6.37,1.17,6.41,1.49,6.46,193,2.92,1.32
"Ohio,Champaign County",8.5,6.27,1.17,6.53,1.17,6.46,6783,8.49,1.74,8.5,7.83,1.07,7.93,7.01,8.22,2396,3,0.49,8.5,6.16,1.18,6.41,1.17,6.46,7513,9.4,1.67
"Ohio,Clark County",7.7,6.44,1.16,6.41,1.49,6.46,50,3,1.08,7.7,7.4,1.09,7.36,7.03,7.44,11,0.66,0.18,7.7,6.35,1.15,6.41,1.49,6.46,53,3.18,1.11
"Ohio,Clermont County",8.54,6.1,1.28,6.64,1.11,6.65,449,22.32,2.11,8.54,7.91,1.15,7.93,7.03,8.02,211,10.49,0.39,8.54,5.96,1.34,6.41,1.11,6.65,517,25.7,1.94
"Ohio,Clinton County",6.58,6.44,NA,6.41,6.39,6.46,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.58,6.44,NA,6.41,6.39,6.46,NA,NA,0.08
"Ohio,Columbiana County",7.72,6.53,1.24,6.41,1.48,6.46,37,4.28,0.97,7.72,7.43,1.11,7.33,7.07,7.24,9,1.04,0.23,7.72,6.34,1.21,6.41,1.48,6.46,42,4.86,1.05
"Ohio,Coshocton County",6.41,5.32,NA,6.41,1.49,6.46,NA,NA,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,5.26,NA,6.41,1.49,6.46,NA,NA,1.89
